Gene.Model.ID	Gene.Symbol	Full.Name	Source	Chromosome	Start	End
GRMZM2G070849	pza03168			Chr1	"51,395,397"	"51,397,668"
GRMZM2G070865	glk29	G2-like-transcription factor 29	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"158,095,257"	"158,100,338"
GRMZM2G070881	AY109603			Chr2	"5,930,995"	"5,935,485"
GRMZM2G070885	jmj5	JUMONJI-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"106,518,289"	"106,522,429"
GRMZM2G071021	aldh3	aldehyde dehydrogenase3	from: AF348413	Chr3	"221,771,183"	"221,775,333"
GRMZM2G071025	chr106	chromatin complex subunit A 106	from ENTREZ GENE 100273981	Chr1	"270,318,386"	"270,325,104"
GRMZM2G071034	c3h16	C3H-transcription factor 316	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"3,094,658"	"3,099,169"
GRMZM2G071112	zhd13	ZF-HD-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"112,658,777"	"112,661,470"
GRMZM2G071322	nlp10	NLP-transcription factor 10	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"226,910,212"	"226,911,995"
GRMZM2G071450	ploc1	plastocyanin homolog1		Chr6	"54,372,730"	"54,374,538"
GRMZM2G071468	mybr11	MYB-related-transcription factor 11	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"192,547,214"	"192,555,085"
GRMZM2G071518	umc1507			Chr10	"128,711,972"	"128,719,484"
GRMZM2G071602	umc1586			Chr9	"25,268,905"	"25,272,817"
GRMZM2G071613	phd27	PHD-transcription factor 27	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"36,768,420"	"36,771,264"
GRMZM2G071620	zmm31	Zea mays MADS31	Classical Gene	Chr5	"6,925,447"	"6,932,461"
GRMZM2G071630	gpc3	glyceraldehyde-3-phosphate dehydrogenase3	Classical Gene	Chr4	"133,130,993"	"133,134,382"
GRMZM2G071648	mybr70	MYB-related-transcription factor 70	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"100,111,985"	"100,113,471"
GRMZM2G071705	bnlg1160			Chr3	"187,490,716"	"187,493,716"
GRMZM2G071714	umc2251			Chr2	"43,828,944"	"43,831,723"
GRMZM2G071790	tubb6	beta tubulin6b	from: Entrez Gene 542239	Chr3	"187,499,362"	"187,503,653"
GRMZM2G071907	wrky50	WRKY-transcription factor 50	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"11,760,940"	"11,762,535"
GRMZM2G071959	his2b1	histone2b1	Classical Gene	Chr7	"119,943,268"	"119,944,091"
GRMZM2G071977	mybr17	MYB-related-transcription factor 17	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"223,767,189"	"223,769,272"
GRMZM2G072121	umc2043			Chr10	"134,816,065"	"134,829,098"
GRMZM2G072240	GRMZM2G072240			Chr7	"127,286,463"	"127,290,075"
GRMZM2G072274	baf1	barren stalk fastigiate1	alignment of B73_V2 to sequence JF309450	Chr9	"21,976,903"	"21,978,472"
GRMZM2G072274	BAF1	NA	NA	NA	NA	NA
GRMZM2G072337	phm4341			Chr10	"117,586,271"	"117,590,284"
GRMZM2G072337	pza01089			Chr10	"117,586,271"	"117,590,284"
GRMZM2G072376	bhlh56	bHLH-transcription factor 56	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"36,921,186"	"36,922,008"
GRMZM2G072526	pza02386			Chr7	"160,271,657"	"160,276,364"
GRMZM2G072529	acco31	1-aminocyclopropane-1-carboxylate oxidase15	"Yamauchi et al., 2016"	Chr10	"90,301,775"	"90,303,069"
GRMZM2G072573	bnl8.17			Chr9	"127,466,804"	"127,475,296"
GRMZM2G072582	mads3	MADS3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"2,065,444"	"2,076,981"
GRMZM2G072653	aos4	allene oxide synthesis4	"Christensen et al., 2015"	Chr1	"280,908,391"	"280,910,737"
GRMZM2G072658	pza02462			Chr5	"6,866,349"	"6,870,062"
GRMZM2G072780	lac4	laccase4		Chr3	"180,730,567"	"180,733,966"
GRMZM2G072861	prep2	presequence protease2		Chr5	"209,718,873"	"209,720,882"
GRMZM2G072886	lop1	lo1 pI allergen homolog1	Classical Gene & from: L14271	Chr9	"117,765,965"	"117,767,293"
GRMZM2G072890	umc1223			Chr3	"56,991,042"	"56,991,890"
GRMZM2G072894	cl7866_1			Chr5	"859,812"	"865,105"
GRMZM2G072911	pco065449			Chr5	"196,155,729"	"196,159,058"
GRMZM2G072926	ereb176	AP2-EREBP-transcription factor 176	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"152,189,367"	"152,190,424"
GRMZM2G073044	lbd38	LBD-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"122,998,640"	"123,000,039"
GRMZM2G073047	ereb39	AP2-EREBP-transcription factor 39	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"76,481,085"	"76,482,299"
GRMZM2G073054	sbe3	starch branching enzyme3	Classical Gene	Chr2	"59,216,710"	"59,226,937"
GRMZM2G073079	eng1	"endo-1,3-1,4-beta-D-glucanase1"		Chr4	"70,091,436"	"70,093,852"
GRMZM2G073155	umc1744		In v3 browser. Not in v4 browser or NCBI Gene	Chr1	"292,873,373"	"292,873,972"
GRMZM2G073199	pza02421			Chr4	"199,962,521"	"199,966,536"
GRMZM2G073258	ereb99	AP2-EREBP-transcription factor 99	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"134,961,620"	"134,962,623"
GRMZM2G073272	wrky78	WRKY-transcription factor 78	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"159,271,175"	"159,272,391"
GRMZM2G073290	betl4	basal endosperm transfer layer4	from: AJ133531	Chr4	"209,022,805"	"209,023,472"
GRMZM2G073351	GRMZM2G073351			Chr5	"24,880,737"	"24,884,057"
GRMZM2G073357	mads58	MADS-transcription factor 58	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"141,270,744"	"141,271,664"
GRMZM2G073377	nthr3	anther-specific protein 3	from: BT042787	Chr7	"141,680,355"	"141,682,024"
GRMZM2G073404	sumov1	small ubiquitin-related modifier-variant1	"Augustine et al, 2016"	Chr8	"141,677,418"	"141,681,979"
GRMZM2G073427	bzip111	bZIP-transcription factor 111	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"170,592,733"	"170,597,621"
GRMZM2G073465	ccp3	cysteine protease3		Chr10	"144,912,181"	"144,916,261"
GRMZM2G073535	pco141133		from Ganal et al 2011	Chr6	"156,713,541"	"156,715,788"
GRMZM2G073540	sacd7	stearoyl-acyl-carrier-protein desaturase7	"Han et al., 2016"	Chr5	"48,865,287"	"48,866,779"
GRMZM2G073581	phd9	PHD-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"141,102,389"	"141,111,678"
GRMZM2G073591	mmp66			Chr1	"37,319,479"	"37,323,563"
GRMZM2G073628	pdi9	protein disulfide isomerase9		Chr1	"44,196,096"	"44,197,753"
GRMZM2G073668	ers25	ethylene receptor1-25		Chr1	"264,657,422"	"264,662,580"
GRMZM2G073671	cyc3	cyclin3	Classical Gene	Chr6	"82,783,470"	"82,787,296"
GRMZM2G073725	gap1	Golgi associated protein homolog	from: U89897	Chr1	"248,922,560"	"248,925,400"
GRMZM2G073750	arftf9	ARF-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"123,881,899"	"123,888,098"
GRMZM2G073779	gras83	GRAS-transcription factor 83	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"836,061"	"838,338"
GRMZM2G073805	gras72	GRAS-transcription factor 72	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"832,522"	"834,779"
GRMZM2G073823	gras68	GRAS-transcription factor 68	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"829,955"	"831,938"
GRMZM2G073826	mybr74	MYB-related-transcription factor 74	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"135,342,824"	"135,344,111"
GRMZM2G073836	myb157	MYB-transcription factor 157	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"135,315,692"	"135,321,511"
GRMZM2G073888	tubg1	gamma-tubulin1		Chr8	"78,798,124"	"78,804,134"
GRMZM2G073892	bzip38	bZIP-transcription factor 38	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"217,591,763"	"217,592,969"
GRMZM2G073943	umc2705			Chr10	"30,375,954"	"30,377,357"
GRMZM2G073950	csu600			Chr5	"169,275,490"	"169,280,425"
GRMZM2G073982	ereb33	AP2-EREBP-transcription factor 33	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"20,121,733"	"20,123,748"
GRMZM2G074017	umc1966			Chr5	"169,273,916"	"169,274,971"
GRMZM2G074032	cchh2	Cys2His2 Zinc Finger2	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"144,292,832"	"144,296,553"
GRMZM2G074082	sgo1	shugoshin centromeric cohesion1	Classical Gene	Chr7	"18,531,204"	"18,535,522"
GRMZM2G074082	sgo1	shugoshin centromeric cohesion1	from B73_v2 alignment to cDNA AY964185 | 63099688	Chr7	"18,531,204"	"18,535,522"
GRMZM2G074094	sdg103	SET domain group 103		Chr1	"220,057,560"	"220,061,382"
GRMZM2G074097	thi2	thiamine biosynthesis2	aligns to sequence U17351 on ref. genome B73_v2 (MLS Jan 2013)	Chr3	"218,917,243"	"218,918,947"
GRMZM2G074122	pep3	phosphoenolpyruvate carboxylase3	originally from: X67471 (chr 4 hit) [and more strongly to chr5 B73 sequences assigned in Apr 2015]	Chr4	"227,807,369"	"227,818,655"
GRMZM2G074124	yab6	C2C2-YABBY-transcription factor 6	from Lin et al 2012	Chr5	"16,146,472"	"16,181,777"
GRMZM2G074158	pho1	starch phosphorylase1		Chr1	"278,250,612"	"278,259,617"
GRMZM2G074267	pin2	PIN-formed protein2	from Forestan et al 2012	Chr5	"206,777,162"	"206,780,578"
GRMZM2G074267	PIN1b	NA	NA	NA	NA	NA
GRMZM2G074270	umc2235			Chr1	"191,475,413"	"191,478,860"
GRMZM2G074309	tps5	terpene synthase5	from GenBank AY518311 match	Chr10	"74,248,611"	"74,251,874"
GRMZM2G074317	mmp165			Chr1	"278,418,921"	"278,425,448"
GRMZM2G074323	mab19	math-btb19	Juranic et al. 2012	Chr7	"8,066,461"	"8,071,872"
GRMZM2G074358	nactf42	NAC-transcription factor 42	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"82,927,597"	"82,929,052"
GRMZM2G074361	prf1	profilin homolog1	Classical Gene	Chr6	"160,357,192"	"160,358,354"
GRMZM2G074373	bzip3	bZIP-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"98,816,200"	"98,821,699"
GRMZM2G074401	fad8	fatty acid desaturase8	from: D63953	Chr1	"44,805,347"	"44,808,260"
GRMZM2G074427	iaa30	Aux/IAA-transcription factor 30	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"160,362,230"	"160,365,730"
GRMZM2G074436	AY110355			Chr4	"144,052,202"	"144,071,759"
GRMZM2G074438	bhlh142	bHLH-transcription factor 142	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"98,786,270"	"98,791,819"
GRMZM2G074496	AY109592			Chr2	"225,896,403"	"225,899,247"
GRMZM2G074543	yab9	yabby9	Classical Gene	Chr5	"23,592,937"	"23,597,115"
GRMZM2G074585	expa3	alpha expansin3		Chr10	"99,487,994"	"99,489,313"
GRMZM2G074589	asn1	asparagine synthetase1		Chr9	"32,468,024"	"32,477,360"
GRMZM2G074604	pal1	phenylalanine ammonia lyase homolog1	Classical Gene	Chr5	"186,727,239"	"186,730,980"
GRMZM2G074645	hb123	Homeobox-transcription factor 123	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"95,285,620"	"95,290,526"
GRMZM2G074742	iaa9	Aux/IAA-transcription factor 9	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"48,983,289"	"48,985,069"
GRMZM2G074743	aox3	alternative oxidase3	aligns to sequence accession AY059648	Chr2	"12,274,611"	"12,276,371"
GRMZM2G074759	o7	opaque endosperm7	"Miclaus et al., 2011"	Chr10	"148,065,471"	"148,067,620"
GRMZM2G074773	ca5p1	CCAAT-HAP5-transcription factor 51	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"148,048,984"	"148,050,065"
GRMZM2G074793	umc1402			Chr10	"119,216,707"	"119,217,682"
GRMZM2G074850	rcp1	root cap protein1	from BT056139	Chr6	"68,972,623"	"68,974,546"
GRMZM2G074908	glk54	G2-like-transcription factor 54	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"180,310,733"	"180,312,482"
GRMZM2G075064	mybr23	MYB-related-transcription factor 23	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"102,481,776"	"102,484,118"
GRMZM2G075081	pebp4	phosphatidylethanolamine-binding protein4	Classical Gene	Chr2	"58,373,992"	"58,376,007"
GRMZM2G075117	cyc13	cyclin13		Chr4	"179,655,519"	"179,658,130"
GRMZM2G075122	gbptf6	GeBP-transcription factor 6	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"213,839,868"	"213,841,452"
GRMZM2G075215	pebp17	phosphatidylethanolamine-binding protein17	Classical Gene	Chr2	"120,292,154"	"120,293,853"
GRMZM2G075247	mmp173			Chr1	"222,450,586"	"222,455,100"
GRMZM2G075262	mmp56			Chr1	"55,502,658"	"55,506,277"
GRMZM2G075315	umc1246			Chr10	"98,012,820"	"98,014,117"
GRMZM2G075333	cml1	coumarate ligase1		Chr5	"89,189,678"	"89,194,264"
GRMZM2G075456	GRMZM2G075456			Chr1	"150,233,526"	"150,235,768"
GRMZM2G075496	umc1964			Chr4	"42,128,754"	"42,132,190"
GRMZM2G075499	lbd24	LBD-transcription factor 24	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"170,838,318"	"170,839,405"
GRMZM2G075562	col5	C2C2-CO-like-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"204,223,654"	"204,228,519"
GRMZM2G075624	tct1	translationally controlled tumor1	from BT068707	Chr5	"67,851,004"	"67,853,565"
GRMZM2G075637	nfa104	nucleosome/chromatin assembly factor A104		Chr5	"176,433,165"	"176,437,607"
GRMZM2G075676	scp1	serine carboxypeptidase1	from JF682634	Chr10	"120,298,584"	"120,303,328"
GRMZM2G075701	smt2	sterol methyl transferase2		Chr1	"8,025,216"	"8,027,013"
GRMZM2G075715	arftf37	ARF-transcription factor 37	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"39,745,937"	"39,752,588"
GRMZM2G075844	tap1	translocon-associated protein homolog1		Chr5	"61,239,228"	"61,243,371"
GRMZM2G075870	pht10	phosphate transporter protein10		Chr1	"8,032,558"	"8,034,556"
GRMZM2G075956	pco129491			Chr8	"165,628,436"	"165,631,708"
GRMZM2G075978	mcm5	minichromosome maintenance5		Chr5	"213,893,289"	"213,897,966"
GRMZM2G075988	ofp4	OVATE-transcription factor 4	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"56,308,513"	"56,309,790"
GRMZM2G076029	umc1717a			Chr3	"28,351,614"	"28,353,127"
GRMZM2G076062	umc2224			Chr1	"12,162,857"	"12,167,581"
GRMZM2G076104	phm2343			Chr3	"28,334,298"	"28,336,773"
GRMZM2G076272	hb21	Homeobox-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"58,196,208"	"58,199,144"
GRMZM2G076313	bnlg609			Chr5	"199,772,410"	"199,775,267"
GRMZM2G076327	lbd7	LBD-transcription factor 7	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"124,634,056"	"124,634,920"
GRMZM2G076435	php20725a			Chr4	"5,044,212"	"5,046,753"
GRMZM2G076468	mmp39			Chr1	"94,827,883"	"94,830,005"
GRMZM2G076524	sudh10	succinate dehydrogenase10		Chr5	"13,264,659"	"13,269,113"
GRMZM2G076602	ereb212	AP2-EREBP-transcription factor 212	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr10	"144,777,835"	"144,780,346"
GRMZM2G076617	com1	completion of meiotic recombination1		Chr9	"102,276,844"	"102,279,441"
GRMZM2G076636	bhlh99	bHLH-transcription factor 99	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"29,235,609"	"29,238,897"
GRMZM2G076657	wrky58	WRKY-transcription factor 58	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr3	"134,942,701"	"134,950,706"
GRMZM2G076723	nnr4	nitrate reductase4		Chr1	"198,771,866"	"198,776,347"
GRMZM2G076826	atg8c	autophagy8c		Chr2	"8,901,390"	"8,904,605"
GRMZM2G076896	ereb111	AP2-EREBP-transcription factor 111	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"215,636,055"	"215,638,692"
GRMZM2G076911	dgk1	diacylglycerol kinase1		Chr1	"157,150,468"	"157,155,390"
GRMZM2G076946	dhr2	dhurrinase2		Chr3	"136,590,830"	"136,594,609"
GRMZM2G077002	gata5	C2C2-GATA-transcription factor 5	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"22,022,637"	"22,026,411"
GRMZM2G077034	GRMZM2G077034			Chr5	"6,450,008"	"6,451,004"
GRMZM2G077045	nactf64	NAC-transcription factor 64	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"25,170,856"	"25,179,088"
GRMZM2G077124	bzip92	bZIP-transcription factor 92	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"174,321,118"	"174,323,831"
GRMZM2G077147	myb77	MYB-transcription factor 77	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"269,707,858"	"269,709,728"
GRMZM2G077181	aga4	alkaline galactosidase4		Chr1	"291,025,126"	"291,029,456"
GRMZM2G077197	pza03527			Chr3	"5,983,469"	"5,988,309"
GRMZM2G077206	gst27	glutathione transferase27	aligns to AF244692	Chr8	"136,446,031"	"136,447,290"
GRMZM2G077208	arpp3	acidic ribosomal protein P3	from: U62751	Chr5	"56,870,925"	"56,872,383"
GRMZM2G077214	rz403			Chr1	"255,046,014"	"255,052,714"
GRMZM2G077227	GRMZM2G077227			Chr3	"5,995,366"	"5,998,366"
GRMZM2G077278	snrk1a1	SNF1-related kinase alpha1-like1	"Oszvald, et al, 2018"	Chr6	"159,785,916"	"159,790,437"
GRMZM2G077293	rtl2	reversion-to-ethylene sensitivity1 like2	from: BT036282	Chr3	"203,830,116"	"203,833,100"
GRMZM2G077307	umc1489			Chr3	"202,059,292"	"202,064,951"
GRMZM2G077316	aoc1	allene oxide cyclase1	from alignment of AY103942 to B73_v2	Chr1	"76,740,125"	"76,741,716"
GRMZM2G077333	psbs1	photosystem II subunit PsbS1	from: AY291061	Chr3	"174,868,242"	"174,870,828"
GRMZM2G077356	iaa21	Aux/IAA-transcription factor 21	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"7,780,495"	"7,783,441"
GRMZM2G077361	pza03723			Chr7	"45,162,309"	"45,167,457"
GRMZM2G077428	mab11	math-btb11	"Juranic et al., 2012"	Chr1	"246,318,002"	"246,319,761"
GRMZM2G077436	sig8	Sigma70-like-transcription factor 8	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"168,300,149"	"168,302,190"
GRMZM2G077486	omt3	Caffeoyl CoA O-methyltransferase3		Chr10	"80,419,760"	"80,423,498"
GRMZM2G077495	platz14	PLATZ-transcription factor 14	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr9	"122,343,878"	"122,349,453"
GRMZM2G077673	bas1	beta alanine synthase1		Chr7	"149,169,258"	"149,171,046"
GRMZM2G077752	lrp1	lateral root primordia1	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr8	"157,286,610"	"157,288,482"
GRMZM2G077755	tcptf26	TCP-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"207,185,179"	"207,187,500"
GRMZM2G077789	myb85	MYB-transcription factor 85	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"150,884,611"	"150,885,947"
GRMZM2G077897	csu452			Chr1	"68,568,932"	"68,572,878"
GRMZM2G077942	adf5	actin depolymerizing factor5		Chr1	"32,872,877"	"32,876,200"
GRMZM2G077951	mab29	math-btb29	"Juranic et al., 2012"	Chr10	"94,602,802"	"94,605,162"
GRMZM2G078077	tcptf25	TCP-transcription factor 25	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"145,641,628"	"145,642,678"
GRMZM2G078088	bnlg1025			Chr1	"223,690,871"	"223,693,268"
GRMZM2G078143	gly1	glycine1	from EU962459	Chr4	"20,795,669"	"20,799,891"
GRMZM2G078154	pop1	putative organelle permease1 		Chr1	"222,814,335"	"222,827,732"
GRMZM2G078198	jmj13	JUMONJI-transcription factor 13	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr4	"201,051,876"	"201,056,117"
GRMZM2G078200	umc1421			Chr1	"287,959,555"	"287,963,914"
GRMZM2G078252	atg16L	autophagy16L		Chr1	"275,755,025"	"275,757,919"
GRMZM2G078274	arftf3	ARF-transcription factor 3	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr2	"2,271,404"	"2,279,360"
GRMZM2G078283	tena1	thiaminase1	"Guan et al., 2014"	Chr4	"48,570,462"	"48,572,773"
GRMZM2G078409	ploc2	plastocyanin2	from sequence EU955234	Chr2	"24,166,809"	"24,167,435"
GRMZM2G078412	crs1	chloroplast RNA splicing1	Classical Gene	Chr1	"221,032,166"	"221,044,222"
GRMZM2G078412	crs1	chloroplast RNA splicing1	from alignment of cDNA AF290414 |gi|9837549 to B73_V2 (Jul 2011)	Chr1	"221,032,166"	"221,044,222"
GRMZM2G078416	emp10	empty pericarp10	"Cai et al., 2017"	Chr1	"275,735,516"	"275,741,414"
GRMZM2G078441	phi448880			Chr9	"148,711,737"	"148,714,559"
GRMZM2G078468	atg18h	autophagy18h		Chr8	"106,464,907"	"106,525,082"
GRMZM2G078472	asn4	asparagine synthetase4		Chr9	"138,041,002"	"138,044,999"
GRMZM2G078508	abp5	auxin binding protein homolog5		Chr10	"26,773,964"	"26,776,830"
GRMZM2G078641	grf2	general regulatory factor2		Chr10	"123,126,089"	"123,136,710"
GRMZM2G078691	ca5p16	CCAAT-HAP5-transcription factor 516	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr7	"131,218,518"	"131,219,657"
GRMZM2G078779	burp4	BURP domain-containing protein-RD22-like4		Chr7	"131,222,527"	"131,224,041"
GRMZM2G078798	ga2ox1	gibberellin 2-oxidase1	from Bolduc et al 2012	Chr6	"126,063,717"	"126,069,395"
GRMZM2G078820	myb158	MYB-transcription factor 158	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"97,484,061"	"97,485,484"
GRMZM2G078832	AY109933			Chr4	"232,265,095"	"232,270,083"
GRMZM2G078933	umc2343			Chr9	"137,741,798"	"137,745,404"
GRMZM2G078954	nactf129	NAC-transcription factor 129	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"116,856,576"	"116,860,095"
GRMZM2G079013	lug2	leunig-related2	"Li et al., 2016"	Chr5	"215,387,951"	"215,401,364"
GRMZM2G079080	ago10b	argonaute10b	"Zhai et al., 2015"	Chr6	"103,286,236"	"103,293,200"
GRMZM2G079089	trh3	thioredoxin h homolog3	from BT042328	Chr3	"219,419,739"	"219,421,147"
GRMZM2G079123	myb125	MYB-transcription factor 125	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr1	"213,964,635"	"213,966,254"
GRMZM2G079185	lbd26	LBD-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr5	"15,203,964"	"15,206,688"
GRMZM2G079200	iaa26	Aux/IAA-transcription factor 26	"assigned by the Grassius project, (Yilmaz et al 2009)"	Chr6	"103,303,641"	"103,305,338"
GRMZM2G079290	psk2	phytosulfokine2		Chr3	"143,262,466"	"143,263,677"
GRMZM2G079306	pmpm3	proteolipid membrane potential regulator3	aligns to cDNA EU962407 and to sequence file [Fu et al 2012)	Chr9	"12,875,822"	"12,883,410"
GRMZM2G079348	cat3	catalase3	Classical Gene	Chr4	"240,651,914"	"240,655,881"
